'x',"gameId","playId","nflId","frameId","time","jerseyNumber","team","playDirection","x","y","s","a","dis","o","dir","event"
1014505,2021091213,2881,52581.0,30,2021-09-13T02:39:09.900,11.0,CHI,left,42.27,23.85,7.26,2.82,0.74,337.74,306.18,None
1014506,2021091213,2881,52581.0,31,2021-09-13T02:39:10.000,11.0,CHI,left,41.71,24.26,6.79,3.68,0.69,346.18,307.3,None
1014507,2021091213,2881,52581.0,32,2021-09-13T02:39:10.100,11.0,CHI,left,41.2,24.66,6.29,4.5,0.65,355.55,308.56,None
1014508,2021091213,2881,52581.0,33,2021-09-13T02:39:10.200,11.0,CHI,left,40.76,25.04,5.59,5.55,0.58,8.07,311.2,None
1014509,2021091213,2881,52581.0,34,2021-09-13T02:39:10.300,11.0,CHI,left,40.38,25.39,4.83,6.41,0.52,21.59,314.72,None
1014510,2021091213,2881,52581.0,35,2021-09-13T02:39:10.400,11.0,CHI,left,40.08,25.72,4.09,6.61,0.44,31.86,319.02,None
1014511,2021091213,2881,52581.0,36,2021-09-13T02:39:10.500,11.0,CHI,left,39.85,26.01,3.41,6.5,0.37,42.83,324.34,None
1014512,2021091213,2881,52581.0,37,2021-09-13T02:39:10.600,11.0,CHI,left,39.7,26.26,2.7,6.56,0.29,54.37,334.36,None
1014513,2021091213,2881,52581.0,38,2021-09-13T02:39:10.700,11.0,CHI,left,39.62,26.49,2.18,6.32,0.24,58.75,347.19,pass_forward
1014514,2021091213,2881,52581.0,39,2021-09-13T02:39:10.800,11.0,CHI,left,39.6,26.68,1.83,5.74,0.2,65.6,2.54,None
1014515,2021091213,2881,52581.0,40,2021-09-13T02:39:10.900,11.0,CHI,left,39.64,26.85,1.65,5.09,0.17,71.59,20.45,None
1014516,2021091213,2881,52581.0,41,2021-09-13T02:39:11.000,11.0,CHI,left,39.71,26.98,1.58,4.33,0.15,77.47,37.17,None
1014517,2021091213,2881,52581.0,42,2021-09-13T02:39:11.100,11.0,CHI,left,39.82,27.09,1.63,3.65,0.16,82.19,51.52,None
1014518,2021091213,2881,52581.0,43,2021-09-13T02:39:11.200,11.0,CHI,left,39.96,27.18,1.68,3.01,0.16,87.93,63.06,None
1014519,2021091213,2881,52607.0,1,2021-09-13T02:39:07.000,4.0,LA,left,36.75,32.52,0.98,0.62,0.1,186.66,228.43,None
1014520,2021091213,2881,52607.0,2,2021-09-13T02:39:07.100,4.0,LA,left,36.68,32.46,0.94,0.64,0.1,181.01,231.59,None
1014521,2021091213,2881,52607.0,3,2021-09-13T02:39:07.200,4.0,LA,left,36.61,32.41,0.82,0.81,0.09,175.97,236.02,None
1014522,2021091213,2881,52607.0,4,2021-09-13T02:39:07.300,4.0,LA,left,36.55,32.37,0.72,0.99,0.08,172.17,241.85,None
1014523,2021091213,2881,52607.0,5,2021-09-13T02:39:07.400,4.0,LA,left,36.49,32.35,0.59,1.25,0.06,166.49,251.36,None
1014524,2021091213,2881,52607.0,6,2021-09-13T02:39:07.500,4.0,LA,left,36.44,32.33,0.47,1.23,0.05,160.19,259.35,ball_snap
1014525,2021091213,2881,52607.0,7,2021-09-13T02:39:07.600,4.0,LA,left,36.4,32.33,0.39,1.15,0.04,158.28,271.42,None
1014526,2021091213,2881,52607.0,8,2021-09-13T02:39:07.700,4.0,LA,left,36.38,32.34,0.25,1.43,0.02,151.41,310.01,None
1014527,2021091213,2881,52607.0,9,2021-09-13T02:39:07.800,4.0,LA,left,36.37,32.37,0.33,1.59,0.03,147.99,0.67,None
1014528,2021091213,2881,52607.0,10,2021-09-13T02:39:07.900,4.0,LA,left,36.4,32.43,0.61,1.82,0.06,141.95,24.09,None
1014529,2021091213,2881,52607.0,11,2021-09-13T02:39:08.000,4.0,LA,left,36.44,32.48,0.73,1.63,0.06,130.7,33.79,None
1014530,2021091213,2881,52607.0,12,2021-09-13T02:39:08.100,4.0,LA,left,36.49,32.54,0.83,1.42,0.08,127.53,43.31,None
1014531,2021091213,2881,52607.0,13,2021-09-13T02:39:08.200,4.0,LA,left,36.55,32.6,1.01,1.79,0.09,130.35,49.35,None
1014532,2021091213,2881,52607.0,14,2021-09-13T02:39:08.300,4.0,LA,left,36.63,32.67,1.12,1.4,0.11,125.26,52.36,None
1014533,2021091213,2881,52607.0,15,2021-09-13T02:39:08.400,4.0,LA,left,36.73,32.73,1.14,0.59,0.12,123.79,50.75,None
1014534,2021091213,2881,52607.0,16,2021-09-13T02:39:08.500,4.0,LA,left,36.82,32.81,1.17,0.26,0.12,118.56,50.15,None
1014535,2021091213,2881,52607.0,17,2021-09-13T02:39:08.600,4.0,LA,left,36.89,32.89,1.02,0.62,0.11,115.51,39.64,None
1014536,2021091213,2881,52607.0,18,2021-09-13T02:39:08.700,4.0,LA,left,36.93,32.96,0.86,1.23,0.09,118.36,25.67,None
1014537,2021091213,2881,52607.0,19,2021-09-13T02:39:08.800,4.0,LA,left,36.95,33.04,0.75,1.75,0.08,119.86,9.63,None
1014538,2021091213,2881,52607.0,20,2021-09-13T02:39:08.900,4.0,LA,left,36.95,33.11,0.72,1.7,0.07,119.14,355.73,None
1014539,2021091213,2881,52607.0,21,2021-09-13T02:39:09.000,4.0,LA,left,36.91,33.15,0.63,2.29,0.06,112.16,318.33,None
1014540,2021091213,2881,52607.0,22,2021-09-13T02:39:09.100,4.0,LA,left,36.85,33.18,0.71,2.59,0.06,107.64,288.31,None
1014541,2021091213,2881,52607.0,23,2021-09-13T02:39:09.200,4.0,LA,left,36.77,33.19,0.89,2.47,0.08,103.36,271.22,None
1014542,2021091213,2881,52607.0,24,2021-09-13T02:39:09.300,4.0,LA,left,36.66,33.17,1.19,2.53,0.11,97.61,258.68,None
1014543,2021091213,2881,52607.0,25,2021-09-13T02:39:09.400,4.0,LA,left,36.53,33.14,1.5,2.56,0.14,94.35,253.22,None
1014544,2021091213,2881,52607.0,26,2021-09-13T02:39:09.500,4.0,LA,left,36.38,33.09,1.77,2.63,0.16,90.43,251.45,None
1014545,2021091213,2881,52607.0,27,2021-09-13T02:39:09.600,4.0,LA,left,36.2,33.02,2.05,2.3,0.19,92.94,249.24,None
1014546,2021091213,2881,52607.0,28,2021-09-13T02:39:09.700,4.0,LA,left,35.99,32.94,2.28,1.92,0.22,97.91,248.45,None
1014547,2021091213,2881,52607.0,29,2021-09-13T02:39:09.800,4.0,LA,left,35.77,32.86,2.43,1.37,0.24,104.56,249.82,None
1014548,2021091213,2881,52607.0,30,2021-09-13T02:39:09.900,4.0,LA,left,35.54,32.77,2.57,1.06,0.25,108.91,250.87,None
1014549,2021091213,2881,52607.0,31,2021-09-13T02:39:10.000,4.0,LA,left,35.29,32.69,2.64,0.74,0.26,114.28,252.57,None
1014550,2021091213,2881,52607.0,32,2021-09-13T02:39:10.100,4.0,LA,left,35.04,32.63,2.53,0.85,0.26,119.95,256.49,None
1014551,2021091213,2881,52607.0,33,2021-09-13T02:39:10.200,4.0,LA,left,34.8,32.58,2.32,1.4,0.24,122.25,259.48,None
1014552,2021091213,2881,52607.0,34,2021-09-13T02:39:10.300,4.0,LA,left,34.58,32.54,2.17,1.68,0.22,127.47,262.19,None
1014553,2021091213,2881,52607.0,35,2021-09-13T02:39:10.400,4.0,LA,left,34.38,32.51,1.97,1.79,0.21,136.03,263.27,None
1014554,2021091213,2881,52607.0,36,2021-09-13T02:39:10.500,4.0,LA,left,34.19,32.49,1.77,1.83,0.19,133.7,262.32,None
1014555,2021091213,2881,52607.0,37,2021-09-13T02:39:10.600,4.0,LA,left,34.03,32.46,1.54,1.98,0.16,135.31,259.92,None
1014556,2021091213,2881,52607.0,38,2021-09-13T02:39:10.700,4.0,LA,left,33.9,32.42,1.29,2.24,0.14,133.62,251.95,pass_forward
1014557,2021091213,2881,52607.0,39,2021-09-13T02:39:10.800,4.0,LA,left,33.79,32.36,1.15,2.51,0.12,135.14,235.08,None
1014558,2021091213,2881,52607.0,40,2021-09-13T02:39:10.900,4.0,LA,left,33.71,32.26,1.21,3.0,0.12,137.03,212.56,None
1014559,2021091213,2881,52607.0,41,2021-09-13T02:39:11.000,4.0,LA,left,33.66,32.14,1.42,3.27,0.14,139.75,196.44,None
1014560,2021091213,2881,52607.0,42,2021-09-13T02:39:11.100,4.0,LA,left,33.63,31.98,1.71,3.36,0.16,149.84,186.25,None
1014561,2021091213,2881,52607.0,43,2021-09-13T02:39:11.200,4.0,LA,left,33.64,31.77,2.19,3.71,0.21,150.71,176.24,None
1014562,2021091213,2881,52835.0,1,2021-09-13T02:39:07.000,96.0,LA,left,48.98,28.43,0.0,0.0,0.0,74.69,296.85,None
1014563,2021091213,2881,52835.0,2,2021-09-13T02:39:07.100,96.0,LA,left,48.98,28.44,0.0,0.0,0.0,74.69,302.9,None
1014564,2021091213,2881,52835.0,3,2021-09-13T02:39:07.200,96.0,LA,left,48.99,28.44,0.0,0.0,0.01,74.69,316.65,None
1014565,2021091213,2881,52835.0,4,2021-09-13T02:39:07.300,96.0,LA,left,48.99,28.45,0.01,0.25,0.01,76.22,25.92,None
1014566,2021091213,2881,52835.0,5,2021-09-13T02:39:07.400,96.0,LA,left,49.0,28.45,0.08,0.6,0.01,78.21,45.89,None
1014567,2021091213,2881,52835.0,6,2021-09-13T02:39:07.500,96.0,LA,left,49.02,28.48,0.25,1.11,0.03,80.13,37.79,ball_snap
1014568,2021091213,2881,52835.0,7,2021-09-13T02:39:07.600,96.0,LA,left,49.05,28.52,0.49,1.68,0.05,78.92,37.64,None
1014569,2021091213,2881,52835.0,8,2021-09-13T02:39:07.700,96.0,LA,left,49.12,28.59,0.9,2.52,0.1,75.71,40.07,None
1014570,2021091213,2881,52835.0,9,2021-09-13T02:39:07.800,96.0,LA,left,49.22,28.71,1.46,3.1,0.16,73.57,41.1,None
1014571,2021091213,2881,52835.0,10,2021-09-13T02:39:07.900,96.0,LA,left,49.34,28.84,1.89,3.49,0.17,70.73,41.96,None
1014572,2021091213,2881,52835.0,11,2021-09-13T02:39:08.000,96.0,LA,left,49.49,29.0,2.3,3.05,0.22,69.06,43.22,None
1014573,2021091213,2881,52835.0,12,2021-09-13T02:39:08.100,96.0,LA,left,49.68,29.18,2.72,2.71,0.27,62.54,45.23,None
1014574,2021091213,2881,52835.0,13,2021-09-13T02:39:08.200,96.0,LA,left,49.94,29.39,3.28,2.66,0.34,59.93,49.39,None
1014575,2021091213,2881,52835.0,14,2021-09-13T02:39:08.300,96.0,LA,left,50.22,29.61,3.59,2.11,0.35,69.05,51.89,None
1014576,2021091213,2881,52835.0,15,2021-09-13T02:39:08.400,96.0,LA,left,50.52,29.83,3.76,1.35,0.37,69.05,53.76,None
1014577,2021091213,2881,52835.0,16,2021-09-13T02:39:08.500,96.0,LA,left,50.84,30.05,3.84,1.02,0.38,67.07,56.09,None
1014578,2021091213,2881,52835.0,17,2021-09-13T02:39:08.600,96.0,LA,left,51.16,30.25,3.8,1.25,0.38,65.7,58.17,None
1014579,2021091213,2881,52835.0,18,2021-09-13T02:39:08.700,96.0,LA,left,51.48,30.44,3.7,1.65,0.37,65.7,59.93,None
1014580,2021091213,2881,52835.0,19,2021-09-13T02:39:08.800,96.0,LA,left,51.8,30.62,3.59,1.94,0.37,65.7,61.85,None
1014581,2021091213,2881,52835.0,20,2021-09-13T02:39:08.900,96.0,LA,left,52.12,30.79,3.5,1.97,0.36,69.95,63.0,None
1014582,2021091213,2881,52835.0,21,2021-09-13T02:39:09.000,96.0,LA,left,52.43,30.94,3.35,2.01,0.35,74.44,64.57,None
1014583,2021091213,2881,52835.0,22,2021-09-13T02:39:09.100,96.0,LA,left,52.75,31.08,3.31,1.72,0.34,82.51,66.74,None
1014584,2021091213,2881,52835.0,23,2021-09-13T02:39:09.200,96.0,LA,left,53.06,31.21,3.24,1.62,0.33,88.54,67.74,None
1014585,2021091213,2881,52835.0,24,2021-09-13T02:39:09.300,96.0,LA,left,53.38,31.34,3.32,1.23,0.35,92.72,68.34,None
1014586,2021091213,2881,52835.0,25,2021-09-13T02:39:09.400,96.0,LA,left,53.69,31.46,3.29,1.16,0.34,93.44,68.72,None
1014587,2021091213,2881,52835.0,26,2021-09-13T02:39:09.500,96.0,LA,left,54.02,31.59,3.35,1.01,0.35,99.7,69.01,None
1014588,2021091213,2881,52835.0,27,2021-09-13T02:39:09.600,96.0,LA,left,54.38,31.71,3.53,0.68,0.38,99.05,70.44,None
1014589,2021091213,2881,52835.0,28,2021-09-13T02:39:09.700,96.0,LA,left,54.75,31.82,3.64,0.58,0.38,105.69,72.14,None
1014590,2021091213,2881,52835.0,29,2021-09-13T02:39:09.800,96.0,LA,left,55.11,31.93,3.69,0.66,0.38,110.25,73.09,None
1014591,2021091213,2881,52835.0,30,2021-09-13T02:39:09.900,96.0,LA,left,55.49,32.03,3.73,0.9,0.39,120.68,75.06,None
1014592,2021091213,2881,52835.0,31,2021-09-13T02:39:10.000,96.0,LA,left,55.88,32.08,3.8,1.45,0.39,134.16,79.99,None
1014593,2021091213,2881,52835.0,32,2021-09-13T02:39:10.100,96.0,LA,left,56.26,32.13,3.81,1.81,0.39,151.8,83.72,None
1014594,2021091213,2881,52835.0,33,2021-09-13T02:39:10.200,96.0,LA,left,56.65,32.13,3.85,2.38,0.39,169.46,89.35,None
1014595,2021091213,2881,52835.0,34,2021-09-13T02:39:10.300,96.0,LA,left,57.06,32.09,3.96,2.83,0.41,183.59,96.3,None
1014596,2021091213,2881,52835.0,35,2021-09-13T02:39:10.400,96.0,LA,left,57.46,31.98,4.06,3.55,0.41,204.32,105.04,None
1014597,2021091213,2881,52835.0,36,2021-09-13T02:39:10.500,96.0,LA,left,57.84,31.84,4.15,3.83,0.41,207.56,112.01,None
1014598,2021091213,2881,52835.0,37,2021-09-13T02:39:10.600,96.0,LA,left,58.22,31.65,4.29,4.03,0.43,222.92,119.34,None
1014599,2021091213,2881,52835.0,38,2021-09-13T02:39:10.700,96.0,LA,left,58.59,31.4,4.41,3.84,0.44,223.94,126.38,pass_forward
1014600,2021091213,2881,52835.0,39,2021-09-13T02:39:10.800,96.0,LA,left,58.93,31.1,4.48,3.71,0.45,228.1,132.99,None
1014601,2021091213,2881,52835.0,40,2021-09-13T02:39:10.900,96.0,LA,left,59.24,30.78,4.54,3.27,0.46,230.73,137.79,None
1014602,2021091213,2881,52835.0,41,2021-09-13T02:39:11.000,96.0,LA,left,59.54,30.42,4.59,2.88,0.46,230.73,142.23,None
1014603,2021091213,2881,52835.0,42,2021-09-13T02:39:11.100,96.0,LA,left,59.81,30.04,4.64,2.66,0.47,228.53,146.72,None
1014604,2021091213,2881,52835.0,43,2021-09-13T02:39:11.200,96.0,LA,left,60.04,29.64,4.55,2.61,0.46,225.58,150.56,None
1014605,2021091213,2881,53559.0,1,2021-09-13T02:39:07.000,31.0,LA,left,44.32,11.91,0.81,0.72,0.08,43.31,9.67,None
1014606,2021091213,2881,53559.0,2,2021-09-13T02:39:07.100,31.0,LA,left,44.34,11.99,0.75,0.67,0.08,43.31,11.08,None
1014607,2021091213,2881,53559.0,3,2021-09-13T02:39:07.200,31.0,LA,left,44.35,12.06,0.7,0.62,0.07,43.31,13.72,None
1014608,2021091213,2881,53559.0,4,2021-09-13T02:39:07.300,31.0,LA,left,44.36,12.13,0.71,0.35,0.08,43.96,11.86,None
1014609,2021091213,2881,53559.0,5,2021-09-13T02:39:07.400,31.0,LA,left,44.38,12.2,0.67,0.31,0.07,45.49,11.57,None
1014610,2021091213,2881,53559.0,6,2021-09-13T02:39:07.500,31.0,LA,left,44.39,12.27,0.62,0.38,0.06,46.41,11.13,ball_snap
1014611,2021091213,2881,53559.0,7,2021-09-13T02:39:07.600,31.0,LA,left,44.4,12.32,0.56,0.43,0.06,47.03,8.94,None
1014612,2021091213,2881,53559.0,8,2021-09-13T02:39:07.700,31.0,LA,left,44.4,12.38,0.52,0.49,0.05,49.28,3.2,None
1014613,2021091213,2881,53559.0,9,2021-09-13T02:39:07.800,31.0,LA,left,44.4,12.43,0.51,0.62,0.05,50.1,351.77,None
1014614,2021091213,2881,53559.0,10,2021-09-13T02:39:07.900,31.0,LA,left,44.39,12.48,0.5,0.68,0.05,50.1,341.66,None
1014615,2021091213,2881,53559.0,11,2021-09-13T02:39:08.000,31.0,LA,left,44.36,12.53,0.56,0.84,0.06,50.1,327.35,None
1014616,2021091213,2881,53559.0,12,2021-09-13T02:39:08.100,31.0,LA,left,44.31,12.58,0.66,1.02,0.07,52.27,314.9,None
1014617,2021091213,2881,53559.0,13,2021-09-13T02:39:08.200,31.0,LA,left,44.26,12.62,0.78,1.24,0.07,51.22,303.57,None
1014618,2021091213,2881,53559.0,14,2021-09-13T02:39:08.300,31.0,LA,left,44.18,12.66,0.96,1.49,0.09,48.94,293.3,None
1014619,2021091213,2881,53559.0,15,2021-09-13T02:39:08.400,31.0,LA,left,44.07,12.69,1.17,1.65,0.11,44.99,286.52,None
1014620,2021091213,2881,53559.0,16,2021-09-13T02:39:08.500,31.0,LA,left,43.92,12.73,1.52,2.07,0.15,40.25,280.95,None
1014621,2021091213,2881,53559.0,17,2021-09-13T02:39:08.600,31.0,LA,left,43.75,12.75,1.87,2.45,0.18,31.37,277.19,None
1014622,2021091213,2881,53559.0,18,2021-09-13T02:39:08.700,31.0,LA,left,43.54,12.77,2.2,2.54,0.21,26.87,274.45,None
1014623,2021091213,2881,53559.0,19,2021-09-13T02:39:08.800,31.0,LA,left,43.3,12.78,2.55,2.69,0.24,22.73,271.77,None
1014624,2021091213,2881,53559.0,20,2021-09-13T02:39:08.900,31.0,LA,left,43.02,12.78,2.94,2.74,0.28,21.12,268.56,None
1014625,2021091213,2881,53559.0,21,2021-09-13T02:39:09.000,31.0,LA,left,42.7,12.76,3.31,2.77,0.32,16.15,266.21,None
1014626,2021091213,2881,53559.0,22,2021-09-13T02:39:09.100,31.0,LA,left,42.35,12.73,3.63,2.56,0.35,13.24,264.09,None
1014627,2021091213,2881,53559.0,23,2021-09-13T02:39:09.200,31.0,LA,left,41.98,12.68,3.88,2.17,0.38,10.52,261.95,None
1014628,2021091213,2881,53559.0,24,2021-09-13T02:39:09.300,31.0,LA,left,41.57,12.61,4.18,2.08,0.41,10.52,259.73,None
1014629,2021091213,2881,53559.0,25,2021-09-13T02:39:09.400,31.0,LA,left,41.15,12.53,4.44,1.88,0.43,7.2,258.53,None
1014630,2021091213,2881,53559.0,26,2021-09-13T02:39:09.500,31.0,LA,left,40.71,12.43,4.6,1.61,0.45,4.84,256.49,None
1014631,2021091213,2881,53559.0,27,2021-09-13T02:39:09.600,31.0,LA,left,40.25,12.31,4.73,1.43,0.47,4.84,254.23,None
1014632,2021091213,2881,53559.0,28,2021-09-13T02:39:09.700,31.0,LA,left,39.8,12.15,4.79,1.6,0.48,9.95,250.82,None
1014633,2021091213,2881,53559.0,29,2021-09-13T02:39:09.800,31.0,LA,left,39.35,11.99,4.82,1.51,0.48,9.95,248.95,None
1014634,2021091213,2881,53559.0,30,2021-09-13T02:39:09.900,31.0,LA,left,38.91,11.8,4.81,1.82,0.48,14.64,245.74,None
1014635,2021091213,2881,53559.0,31,2021-09-13T02:39:10.000,31.0,LA,left,38.47,11.59,4.78,1.87,0.48,19.0,243.14,None
1014636,2021091213,2881,53559.0,32,2021-09-13T02:39:10.100,31.0,LA,left,38.06,11.36,4.74,2.0,0.48,25.91,240.26,None
1014637,2021091213,2881,53559.0,33,2021-09-13T02:39:10.200,31.0,LA,left,37.65,11.12,4.64,2.04,0.47,31.7,237.8,None
1014638,2021091213,2881,53559.0,34,2021-09-13T02:39:10.300,31.0,LA,left,37.28,10.87,4.48,2.18,0.45,36.41,235.26,None
1014639,2021091213,2881,53559.0,35,2021-09-13T02:39:10.400,31.0,LA,left,36.92,10.61,4.28,2.43,0.44,42.03,232.48,None
1014640,2021091213,2881,53559.0,36,2021-09-13T02:39:10.500,31.0,LA,left,36.61,10.35,3.92,3.04,0.4,43.02,228.81,None
1014641,2021091213,2881,53559.0,37,2021-09-13T02:39:10.600,31.0,LA,left,36.35,10.1,3.49,3.78,0.37,55.06,224.26,None
1014642,2021091213,2881,53559.0,38,2021-09-13T02:39:10.700,31.0,LA,left,36.13,9.86,3.01,4.25,0.32,60.09,219.75,pass_forward
1014643,2021091213,2881,53559.0,39,2021-09-13T02:39:10.800,31.0,LA,left,35.98,9.65,2.44,4.82,0.26,62.15,212.88,None
1014644,2021091213,2881,53559.0,40,2021-09-13T02:39:10.900,31.0,LA,left,35.88,9.48,1.74,5.55,0.2,58.84,201.78,None
1014645,2021091213,2881,53559.0,41,2021-09-13T02:39:11.000,31.0,LA,left,35.86,9.34,1.21,6.15,0.14,62.2,177.33,None
1014646,2021091213,2881,53559.0,42,2021-09-13T02:39:11.100,31.0,LA,left,35.9,9.25,1.0,6.18,0.1,74.73,139.25,None
1014647,2021091213,2881,53559.0,43,2021-09-13T02:39:11.200,31.0,LA,left,36.0,9.2,1.3,6.01,0.11,65.64,102.67,None
1014648,2021091213,2881,,1,2021-09-13T02:39:07.000,,football,left,49.92,29.68,0.0,0.0,0.0,,,None
1014649,2021091213,2881,,2,2021-09-13T02:39:07.100,,football,left,49.92,29.68,0.0,0.0,0.0,,,None
1014650,2021091213,2881,,3,2021-09-13T02:39:07.200,,football,left,49.92,29.68,0.0,0.0,0.0,,,None
1014651,2021091213,2881,,4,2021-09-13T02:39:07.300,,football,left,49.91,29.68,0.0,0.0,0.01,,,None
1014652,2021091213,2881,,5,2021-09-13T02:39:07.400,,football,left,49.96,29.68,0.0,0.0,0.04,,,None
1014653,2021091213,2881,,6,2021-09-13T02:39:07.500,,football,left,50.05,29.69,0.05,2.52,0.09,,,ball_snap
1014654,2021091213,2881,,7,2021-09-13T02:39:07.600,,football,left,50.08,29.69,1.41,16.26,0.03,,,None
1014655,2021091213,2881,,8,2021-09-13T02:39:07.700,,football,left,50.33,29.7,3.39,19.19,0.25,,,None
1014656,2021091213,2881,,9,2021-09-13T02:39:07.800,,football,left,50.77,29.72,5.36,18.88,0.44,,,None
1014657,2021091213,2881,,10,2021-09-13T02:39:07.900,,football,left,51.32,29.78,6.66,14.34,0.56,,,None
1014658,2021091213,2881,,11,2021-09-13T02:39:08.000,,football,left,51.92,29.84,7.26,9.3,0.6,,,None
1014659,2021091213,2881,,12,2021-09-13T02:39:08.100,,football,left,52.61,29.91,7.67,5.43,0.69,,,None
1014660,2021091213,2881,,13,2021-09-13T02:39:08.200,,football,left,53.39,29.99,8.06,2.63,0.79,,,None
1014661,2021091213,2881,,14,2021-09-13T02:39:08.300,,football,left,54.18,30.08,8.12,0.72,0.79,,,None
1014662,2021091213,2881,,15,2021-09-13T02:39:08.400,,football,left,54.95,30.16,7.93,1.46,0.78,,,None
1014663,2021091213,2881,,16,2021-09-13T02:39:08.500,,football,left,55.69,30.25,7.56,2.85,0.75,,,None
1014664,2021091213,2881,,17,2021-09-13T02:39:08.600,,football,left,56.42,30.35,7.22,3.21,0.73,,,None
1014665,2021091213,2881,,18,2021-09-13T02:39:08.700,,football,left,57.12,30.44,6.89,3.36,0.71,,,None
1014666,2021091213,2881,,19,2021-09-13T02:39:08.800,,football,left,57.75,30.53,6.35,4.14,0.64,,,None
1014667,2021091213,2881,,20,2021-09-13T02:39:08.900,,football,left,58.32,30.66,5.86,4.19,0.59,,,None
1014668,2021091213,2881,,21,2021-09-13T02:39:09.000,,football,left,58.77,30.81,5.32,4.02,0.48,,,None
1014669,2021091213,2881,,22,2021-09-13T02:39:09.100,,football,left,59.27,30.92,4.94,3.78,0.51,,,None
1014670,2021091213,2881,,23,2021-09-13T02:39:09.200,,football,left,59.74,31.04,4.59,3.54,0.48,,,None
1014671,2021091213,2881,,24,2021-09-13T02:39:09.300,,football,left,58.97,30.79,1.48,6.42,0.8,,,None
1014672,2021091213,2881,,25,2021-09-13T02:39:09.400,,football,left,59.15,30.81,0.96,6.11,0.18,,,None
1014673,2021091213,2881,,26,2021-09-13T02:39:09.500,,football,left,59.24,30.83,0.49,5.06,0.09,,,None
1014674,2021091213,2881,,27,2021-09-13T02:39:09.600,,football,left,59.27,30.84,0.13,3.97,0.03,,,None
1014675,2021091213,2881,,28,2021-09-13T02:39:09.700,,football,left,59.26,30.83,0.26,2.49,0.01,,,None
1014676,2021091213,2881,,29,2021-09-13T02:39:09.800,,football,left,59.23,30.83,0.52,1.36,0.03,,,None
1014677,2021091213,2881,,30,2021-09-13T02:39:09.900,,football,left,59.28,30.52,1.17,0.97,0.31,,,None
1014678,2021091213,2881,,31,2021-09-13T02:39:10.000,,football,left,59.28,30.4,1.16,0.66,0.12,,,None
1014679,2021091213,2881,,32,2021-09-13T02:39:10.100,,football,left,59.31,30.32,1.07,0.26,0.09,,,None
1014680,2021091213,2881,,33,2021-09-13T02:39:10.200,,football,left,59.32,30.2,1.21,0.39,0.12,,,None
1014681,2021091213,2881,,34,2021-09-13T02:39:10.300,,football,left,59.3,30.08,1.37,0.88,0.12,,,None
1014682,2021091213,2881,,35,2021-09-13T02:39:10.400,,football,left,59.27,29.95,1.43,1.22,0.14,,,None
1014683,2021091213,2881,,36,2021-09-13T02:39:10.500,,football,left,59.23,29.81,1.52,1.12,0.15,,,None
1014684,2021091213,2881,,37,2021-09-13T02:39:10.600,,football,left,59.17,29.67,1.6,1.0,0.16,,,None
1014685,2021091213,2881,,38,2021-09-13T02:39:10.700,,football,left,59.1,29.52,1.66,0.78,0.16,,,pass_forward
1014686,2021091213,2881,,39,2021-09-13T02:39:10.800,,football,left,59.03,29.37,1.69,0.56,0.17,,,None
1014687,2021091213,2881,,40,2021-09-13T02:39:10.900,,football,left,56.29,26.89,24.78,0.96,3.7,,,None
1014688,2021091213,2881,,41,2021-09-13T02:39:11.000,,football,left,54.59,25.09,24.62,2.28,2.47,,,None
1014689,2021091213,2881,,42,2021-09-13T02:39:11.100,,football,left,52.91,23.31,24.34,3.38,2.45,,,None
1014690,2021091213,2881,,43,2021-09-13T02:39:11.200,,football,left,51.25,21.55,23.96,4.29,2.42,,,None
433803,2021091905,2261,34654.0,1,2021-09-19T18:38:57.300,30.0,MIA,right,72.17,25.46,0.57,0.76,0.05,273.57,284.64,None
433804,2021091905,2261,34654.0,2,2021-09-19T18:38:57.400,30.0,MIA,right,72.11,25.48,0.64,0.74,0.06,272.35,283.29,None
433805,2021091905,2261,34654.0,3,2021-09-19T18:38:57.500,30.0,MIA,right,72.04,25.49,0.71,0.67,0.07,271.28,281.71,None
433806,2021091905,2261,34654.0,4,2021-09-19T18:38:57.600,30.0,MIA,right,71.97,25.51,0.78,0.59,0.08,271.28,280.1,None
433807,2021091905,2261,34654.0,5,2021-09-19T18:38:57.700,30.0,MIA,right,71.9,25.52,0.75,0.19,0.07,267.02,280.02,None
433808,2021091905,2261,34654.0,6,2021-09-19T18:38:57.800,30.0,MIA,right,71.82,25.54,0.77,0.04,0.08,264.44,281.28,ball_snap
433809,2021091905,2261,34654.0,7,2021-09-19T18:38:57.900,30.0,MIA,right,71.75,25.55,0.71,0.27,0.07,260.94,278.12,None
433810,2021091905,2261,34654.0,8,2021-09-19T18:38:58.000,30.0,MIA,right,71.68,25.55,0.64,0.52,0.07,256.56,271.9,None
433811,2021091905,2261,34654.0,9,2021-09-19T18:38:58.100,30.0,MIA,right,71.62,25.55,0.56,0.71,0.06,251.43,265.35,None
433812,2021091905,2261,34654.0,10,2021-09-19T18:38:58.200,30.0,MIA,right,71.58,25.52,0.53,1.37,0.05,245.15,231.58,None
433813,2021091905,2261,34654.0,11,2021-09-19T18:38:58.300,30.0,MIA,right,71.55,25.47,0.66,1.75,0.06,242.04,208.08,None
433814,2021091905,2261,34654.0,12,2021-09-19T18:38:58.400,30.0,MIA,right,71.52,25.38,0.93,2.01,0.09,237.5,196.03,None
